Sport,Game_Type,Entry,Contest_Date_EST,Place,Points,Winnings_Non_Ticket,Contest_Entries,Entry_Fee,Prize_Pool,Places_Paid
NFL,Classic,NFL $6K Quarter Jukebox [Just $0.25!] (Sat-Mon) (7/20),1/15/2022,17199,110.16,0.00,28537,$0.25 ,"$6,000.00 ",6840
NFL,Classic,NFL $6K Quarter Jukebox [Just $0.25!] (Sat-Mon) (13/20),1/15/2022,18824,107.08,0.00,28537,$0.25 ,"$6,000.00 ",6840
NFL,Classic,NFL $6K Quarter Jukebox [Just $0.25!] (Sat-Mon) (12/20),1/15/2022,19091,106.62,0.00,28537,$0.25 ,"$6,000.00 ",6840
NFL,Classic,NFL $6K Quarter Jukebox [Just $0.25!] (Sat-Mon) (6/20),1/15/2022,20262,104.28,0.00,28537,$0.25 ,"$6,000.00 ",6840
NFL,Classic,NFL $6K Quarter Jukebox [Just $0.25!] (Sat-Mon) (4/20),1/15/2022,21662,101.26,0.00,28537,$0.25 ,"$6,000.00 ",6840
NFL,Classic,NFL $6K Quarter Jukebox [Just $0.25!] (Sat-Mon) (15/20),1/15/2022,22134,100.26,0.00,28537,$0.25 ,"$6,000.00 ",6840
NFL,Classic,NFL $6K Quarter Jukebox [Just $0.25!] (Sat-Mon) (9/20),1/15/2022,23942,95.26,0.00,28537,$0.25 ,"$6,000.00 ",6840
NFL,Classic,NFL $10K mini-MAX [150 Entry Max] (Sat-Mon) (3/4),1/15/2022,353,162.46,3.00,23781,$0.50 ,"$10,000.00 ",5467
NFL,Classic,NFL $10K mini-MAX [150 Entry Max] (Sat-Mon) (1/4),1/15/2022,5800,128.86,0.00,23781,$0.50 ,"$10,000.00 ",5467
NFL,Classic,NFL $10K mini-MAX [150 Entry Max] (Sat-Mon) (4/4),1/15/2022,8512,122.34,0.00,23781,$0.50 ,"$10,000.00 ",5467
NFL,Classic,NFL $10K mini-MAX [150 Entry Max] (Sat-Mon) (2/4),1/15/2022,18288,98.16,0.00,23781,$0.50 ,"$10,000.00 ",5467
NFL,Classic,NFL $5K mini-MAX [150 Entry Max] (Sat-Mon) (1/2),1/15/2022,2233,133.84,1.00,11890,$0.50 ,"$5,000.00 ",2732
NFL,Classic,NFL $5K mini-MAX [150 Entry Max] (Sat-Mon) (2/2),1/15/2022,5379,117.16,0.00,11890,$0.50 ,"$5,000.00 ",2732
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat-Mon) (20/20),1/15/2022,171,166.22,0.40,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat-Mon) (3/20),1/15/2022,447,155.72,0.30,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat-Mon) (2/20),1/15/2022,917,147.36,0.20,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat-Mon) (18/20),1/15/2022,1648,140.32,0.20,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat-Mon) (17/20),1/15/2022,1664,140.16,0.20,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat-Mon) (5/20),1/15/2022,1950,137.84,0.20,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat-Mon) (10/20),1/15/2022,2201,135.72,0.20,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat-Mon) (1/20),1/15/2022,3179,129.42,0.00,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat-Mon) (9/20),1/15/2022,3714,126.46,0.00,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat-Mon) (12/20),1/15/2022,4419,122.56,0.00,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat-Mon) (7/20),1/15/2022,4457,122.38,0.00,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat-Mon) (16/20),1/15/2022,4691,121.16,0.00,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat-Mon) (8/20),1/15/2022,6358,113.96,0.00,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat-Mon) (15/20),1/15/2022,6849,111.46,0.00,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat-Mon) (4/20),1/15/2022,7287,109.48,0.00,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat-Mon) (13/20),1/15/2022,9254,99.96,0.00,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat-Mon) (19/20),1/15/2022,10219,94.06,0.00,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat-Mon) (6/20),1/15/2022,10782,89.36,0.00,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat-Mon) (11/20),1/15/2022,10806,89.08,0.00,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat-Mon) (14/20),1/15/2022,11812,65.46,0.00,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $2K Quarter Jukebox [Just $0.25!] (Sat-Mon) (20/20),1/15/2022,10,184.26,10.00,9512,$0.25 ,"$2,000.00 ",2266
NFL,Classic,NFL $2K Quarter Jukebox [Just $0.25!] (Sat-Mon) (1/20),1/15/2022,19,179.1,5.00,9512,$0.25 ,"$2,000.00 ",2266
NFL,Classic,NFL $2K Quarter Jukebox [Just $0.25!] (Sat-Mon) (4/20),1/15/2022,771,146.14,0.75,9512,$0.25 ,"$2,000.00 ",2266
NFL,Classic,NFL $2K Quarter Jukebox [Just $0.25!] (Sat-Mon) (13/20),1/15/2022,872,144.5,0.75,9512,$0.25 ,"$2,000.00 ",2266
NFL,Classic,NFL $2K Quarter Jukebox [Just $0.25!] (Sat-Mon) (9/20),1/15/2022,2249,130.46,0.50,9512,$0.25 ,"$2,000.00 ",2266
NFL,Classic,NFL $2K Quarter Jukebox [Just $0.25!] (Sat-Mon) (2/20),1/15/2022,2310,130.12,0.00,9512,$0.25 ,"$2,000.00 ",2266
NFL,Classic,NFL $2K Quarter Jukebox [Just $0.25!] (Sat-Mon) (15/20),1/15/2022,2436,128.96,0.00,9512,$0.25 ,"$2,000.00 ",2266
NFL,Classic,NFL $2K Quarter Jukebox [Just $0.25!] (Sat-Mon) (8/20),1/15/2022,2668,127.36,0.00,9512,$0.25 ,"$2,000.00 ",2266
NFL,Classic,NFL $2K Quarter Jukebox [Just $0.25!] (Sat-Mon) (6/20),1/15/2022,3889,119.72,0.00,9512,$0.25 ,"$2,000.00 ",2266
NFL,Classic,NFL $2K Quarter Jukebox [Just $0.25!] (Sat-Mon) (14/20),1/15/2022,3937,119.48,0.00,9512,$0.25 ,"$2,000.00 ",2266
NFL,Classic,NFL $2K Quarter Jukebox [Just $0.25!] (Sat-Mon) (17/20),1/15/2022,4024,118.96,0.00,9512,$0.25 ,"$2,000.00 ",2266
NFL,Classic,NFL $2K Quarter Jukebox [Just $0.25!] (Sat-Mon) (7/20),1/15/2022,4407,116.96,0.00,9512,$0.25 ,"$2,000.00 ",2266
NFL,Classic,NFL $2K Quarter Jukebox [Just $0.25!] (Sat-Mon) (10/20),1/15/2022,4590,116.02,0.00,9512,$0.25 ,"$2,000.00 ",2266
NFL,Classic,NFL $2K Quarter Jukebox [Just $0.25!] (Sat-Mon) (12/20),1/15/2022,4976,114.04,0.00,9512,$0.25 ,"$2,000.00 ",2266
NFL,Classic,NFL $2K Quarter Jukebox [Just $0.25!] (Sat-Mon) (18/20),1/15/2022,5140,113.16,0.00,9512,$0.25 ,"$2,000.00 ",2266
NFL,Classic,NFL $2K Quarter Jukebox [Just $0.25!] (Sat-Mon) (19/20),1/15/2022,5182,112.86,0.00,9512,$0.25 ,"$2,000.00 ",2266
NFL,Classic,NFL $2K Quarter Jukebox [Just $0.25!] (Sat-Mon) (11/20),1/15/2022,5436,111.28,0.00,9512,$0.25 ,"$2,000.00 ",2266
NFL,Classic,NFL $2K Quarter Jukebox [Just $0.25!] (Sat-Mon) (3/20),1/15/2022,5842,108.96,0.00,9512,$0.25 ,"$2,000.00 ",2266
NFL,Classic,NFL $2K Quarter Jukebox [Just $0.25!] (Sat-Mon) (5/20),1/15/2022,6829,103.42,0.00,9512,$0.25 ,"$2,000.00 ",2266
NFL,Classic,NFL $2K Quarter Jukebox [Just $0.25!] (Sat-Mon) (16/20),1/15/2022,8701,87.66,0.00,9512,$0.25 ,"$2,000.00 ",2266
NFL,Classic,NFL $5K mini-MAX [150 Entry Max] (Sat-Mon) (2/4),1/15/2022,220,159.58,2.00,8698,$0.50 ,"$5,000.00 ",2732
NFL,Classic,NFL $5K mini-MAX [150 Entry Max] (Sat-Mon) (4/4),1/15/2022,1252,136.78,1.00,8698,$0.50 ,"$5,000.00 ",2732
NFL,Classic,NFL $5K mini-MAX [150 Entry Max] (Sat-Mon) (3/4),1/15/2022,1558,133.16,1.00,8698,$0.50 ,"$5,000.00 ",2732
NFL,Classic,NFL $5K mini-MAX [150 Entry Max] (Sat-Mon) (1/4),1/15/2022,2372,126.76,1.00,8698,$0.50 ,"$5,000.00 ",2732
NFL,Showdown Captain Mode,NFL Showdown $125K First Down [20 Entry Max] (ARI vs LAR),1/17/2022,71088,63.96,0.00,148632,$1.00 ,"$125,000.00 ",40125
CBB,Classic,CBB $1.5K And-One,1/17/2022,13,253.75,10.00,1783,$1.00 ,"$1,500.00 ",421
TEN,Single Match,TEN $2K Ace [20 Entry Max] (AUS),1/16/2022,146,420.1,3.00,2378,$1.00 ,"$2,000.00 ",616
TEN,Single Match,TEN $500 Quarter Jukebox [Just $0.25!] (AUS) (1/2),1/16/2022,998,342.8,0.00,2378,$0.25 ,$500.00 ,536
TEN,Single Match,TEN $500 Quarter Jukebox [Just $0.25!] (AUS) (2/2),1/16/2022,1041,339.75,0.00,2378,$0.25 ,$500.00 ,536
NFL,Classic,AutoZone Get In The Zone Football Challenge (Sun),1/16/2022,51386,96.94,0.00,64885,$0.00 ,"$5,000.00 ",1890
NFL,Classic,$10K MVP Challenge Presented by Visa (Sun),1/16/2022,15124,129.56,0.00,70175,$0.00 ,"$10,000.00 ",6160
NFL,Classic,NFL $20K Quarter Jukebox [Just $0.25!]  (Sun) (15/20),1/16/2022,2560,156.64,0.75,95124,$0.25 ,"$20,000.00 ",22820
NFL,Classic,NFL $20K Quarter Jukebox [Just $0.25!]  (Sun) (10/20),1/16/2022,3701,152.84,0.75,95124,$0.25 ,"$20,000.00 ",22820
NFL,Classic,NFL $20K Quarter Jukebox [Just $0.25!]  (Sun) (5/20),1/16/2022,6646,146.44,0.75,95124,$0.25 ,"$20,000.00 ",22820
NFL,Classic,NFL $20K Quarter Jukebox [Just $0.25!]  (Sun) (6/20),1/16/2022,11399,139.84,0.50,95124,$0.25 ,"$20,000.00 ",22820
NFL,Classic,NFL $20K Quarter Jukebox [Just $0.25!]  (Sun) (18/20),1/16/2022,16605,134.54,0.50,95124,$0.25 ,"$20,000.00 ",22820
NFL,Classic,NFL $20K Quarter Jukebox [Just $0.25!]  (Sun) (19/20),1/16/2022,25651,127.7,0.00,95124,$0.25 ,"$20,000.00 ",22820
